"subjid","rownum","submission_date","expectedness","expectedness_qemo","expectedness_qlabel","pleasantness","pleasantness_qemo","pleasantness_qlabel","goal_consistency","goal_consistency_qemo","goal_consistency_qlabel","fairness","fairness_qemo","fairness_qlabel","agent_cause","agent_cause_qemo","agent_cause_qlabel","agent_intention","agent_intention_qemo","agent_intention_qlabel","self_cause","self_cause_qemo","self_cause_qlabel","close_others","close_others_qemo","close_others_qlabel","control","control_qemo","control_qlabel","altering","altering_qemo","altering_qlabel","moral","moral_qemo","moral_qlabel","selfesteem","selfesteem_qemo","selfesteem_qlabel","suddenness","suddenness_qemo","suddenness_qlabel","familiarity","familiarity_qemo","familiarity_qlabel","future","future_qemo","future_qlabel","past","past_qemo","past_qlabel","occurred","occurred_qemo","occurred_qlabel","certainty","certainty_qemo","certainty_qlabel","repetition","repetition_qemo","repetition_qlabel","coping","coping_qemo","coping_qlabel","mental_states","mental_states_qemo","mental_states_qlabel","others_knowledge","others_knowledge_qemo","others_knowledge_qlabel","bodily_disease","bodily_disease_qemo","bodily_disease_qlabel","people","people_qemo","people_qlabel","relevance","relevance_qemo","relevance_qlabel","freedom","freedom_qemo","freedom_qlabel","pressure","pressure_qemo","pressure_qlabel","consequences","consequences_qemo","consequences_qlabel","danger","danger_qemo","danger_qlabel","self_involvement","self_involvement_qemo","self_involvement_qlabel","main_character","main_character_qemo","main_character_qlabel","remember","remember_qemo","remember_qlabel","self_consistency","self_consistency_qemo","self_consistency_qlabel","relationship_influence","relationship_influence_qemo","relationship_influence_qlabel","agent_situation","agent_situation_qemo","agent_situation_qlabel","attention","attention_qemo","attention_qlabel","psychological_change","psychological_change_qemo","psychological_change_qlabel","safey","safey_qemo","safey_qlabel","knowledge_change","knowledge_change_qemo","knowledge_change_qlabel","emotion","emotion_qemo","emotion_qlabel","Guilty_extent","Content_extent","Lonely_extent","Excited_extent","Hopeful_extent","Devastated_extent","Proud_extent","Apprehensive_extent","Disgusted_extent","Embarrassed_extent","Jealous_extent","Joyful_extent","Impressed_extent","Grateful_extent","Terrified_extent","Furious_extent","Nostalgic_extent","Disappointed_extent","Annoyed_extent","Surprised_extent","Neutral_extent","city","country","age","gender","thoughts","response_noface","response_intune","response_nothought","response_needverbal","response_facevoice","response_surprised"
"Ndim21a_q002_01_111","26","2014-03-27","2","Hopeful","q158","6","Hopeful","q158","5","Hopeful","q158","6","Hopeful","q158","10","Hopeful","q158","8","Hopeful","q158","4","Annoyed","q158","9","Hopeful","q158","3","Hopeful","q158","5","Hopeful","q158","10","Hopeful","q158","10","Hopeful","q158","3","Hopeful","q158","8","Hopeful","q158","8","Hopeful","q158","8","Hopeful","q158","4","Hopeful","q158","1","Hopeful","q158","0","Hopeful","q158","5","Hopeful","q158","1","Hopeful","q158","7","Hopeful","q158","8","Hopeful","q158","10","Hopeful","q158","7","Hopeful","q158","6","Hopeful","q158","0","Hopeful","q158","2","Hopeful","q158","0","Hopeful","q158","1","Hopeful","q158","9","Hopeful","q158","1","Hopeful","q158","5","Hopeful","q158","2","Hopeful","q158","3","Hopeful","q158","5","Hopeful","q158","2","Hopeful","q158","3","Hopeful","q158","8","Hopeful","q158","Hopeful","NULL","NULL","10","0","8","6","8","8","4","7","0","3","8","3","6","4","4","1","1","3","8","7","NULL","NULL","NULL","24","Female"," ","8","NULL","3","6","3","0"
"Ndim21a_q001_02_787","27","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","Annoyed","q1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Annoyed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q001_02_787","28","2014-03-27","10","Annoyed","q1","0","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","1","Annoyed","q1","10","Annoyed","q1","5","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","8","Annoyed","q1","0","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","0","Annoyed","q1","3","Annoyed","q1","10","Annoyed","q1","1","Annoyed","q1","0","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","2","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","8","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","0","Annoyed","q1","0","Annoyed","q1","10","Annoyed","q1","Annoyed","NULL","NULL","0","0","0","0","6","0","6","10","0","0","0","8","0","0","6","0","0","0","0","7","NULL","NULL","NULL","51","female"," ","10","NULL","0","0","10","10"
"Ndim21a_q002_01_222","29","NULL","1","Annoyed","q1","0","Annoyed","q1","10","Annoyed","q1","0","Annoyed","q1","9","Annoyed","q1","4","Annoyed","q1","0","Annoyed","q1","5","Annoyed","q1","1","Annoyed","q1","4","Annoyed","q1","0","Annoyed","q1","2","Annoyed","q1","8","Annoyed","q1","2","Annoyed","q1","8","Annoyed","q1","0","Annoyed","q1","8","Annoyed","q1","1","Annoyed","q1","3","Annoyed","q1","6","Annoyed","q1","4","Annoyed","q1","9","Annoyed","q1","1","Annoyed","q1","2","Annoyed","q1","10","Annoyed","q1","4","Annoyed","q1","8","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","5","Annoyed","q1","8","Annoyed","q1","10","Annoyed","q1","7","Annoyed","q1","4","Annoyed","q1","9","Annoyed","q1","9","Annoyed","q1","8","Annoyed","q1","8","Annoyed","q1","7","Annoyed","q1","Annoyed","NULL","NULL","1","0","2","7","0","9","0","6","9","4","0","0","0","0","9","9","0","8","9","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q002_01_222","30","2014-03-27","3","Devastated","q25","0","Devastated","q25","0","Devastated","q25","0","Devastated","q25","10","Devastated","q25","10","Devastated","q25","0","Devastated","q25","10","Devastated","q25","0","Devastated","q25","0","Devastated","q25","0","Devastated","q25","3","Devastated","q25","10","Devastated","q25","0","Devastated","q25","0","Devastated","q25","0","Devastated","q25","10","Devastated","q25","0","Devastated","q25","0","Devastated","q25","4","Devastated","q25","6","Devastated","q25","9","Devastated","q25","6","Devastated","q25","6","Devastated","q25","10","Devastated","q25","4","Devastated","q25","10","Devastated","q25","10","Devastated","q25","10","Devastated","q25","3","Devastated","q25","10","Devastated","q25","10","Annoyed","q25","5","Devastated","q25","9","Devastated","q25","9","Devastated","q25","10","Devastated","q25","10","Devastated","q25","8","Devastated","q25","10","Devastated","q25","Devastated","NULL","NULL","10","0","10","0","5","10","9","8","10","4","0","0","0","4","10","9","8","10","9","0","NULL","NULL","NULL","33","male "," ","9","NULL","1","0","9","2"
"Ndim21a_q004_01_809","31","NULL","2","Annoyed","q1","2","Annoyed","q1","0","Annoyed","q1","0","Annoyed","q1","10","Annoyed","q1","2","Annoyed","q1","3","Annoyed","q1","6","Annoyed","q1","3","Annoyed","q1","2","Annoyed","q1","1","Annoyed","q1","2","Annoyed","q1","9","Annoyed","q1","6","Annoyed","q1","7","Annoyed","q1","0","Annoyed","q1","3","Annoyed","q1","2","Annoyed","q1","3","Annoyed","q1","7","Annoyed","q1","2","Annoyed","q1","7","Annoyed","q1","0","Annoyed","q1","6","Annoyed","q1","9","Annoyed","q1","1","Annoyed","q1","9","Annoyed","q1","2","Annoyed","q1","10","Annoyed","q1","9","Annoyed","q1","10","Annoyed","q1","9","Annoyed","q1","1","Annoyed","q1","6","Annoyed","q1","8","Annoyed","q1","10","Annoyed","q1","6","Annoyed","q1","9","Annoyed","q1","6","Annoyed","q1","Annoyed","NULL","NULL","0","0","0","0","0","7","0","1","6","6","1","0","0","0","0","7","0","9","8","7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q003_01_504","32","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","Annoyed","q1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Annoyed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q003_02_686","33","2014-03-27","5","Annoyed","q1","9","Annoyed","q1","1","Annoyed","q1","5","Annoyed","q1","1","Annoyed","q1","7","Annoyed","q1","0","Annoyed","q1","8","Annoyed","q1","9","Annoyed","q1","2","Annoyed","q1","2","Annoyed","q1","2","Annoyed","q1","5","Annoyed","q1","7","Annoyed","q1","5","Annoyed","q1","3","Annoyed","q1","2","Annoyed","q1","3","Annoyed","q1","7","Annoyed","q1","8","Annoyed","q1","7","Annoyed","q1","6","Annoyed","q1","5","Annoyed","q1","9","Annoyed","q1","8","Annoyed","q1","0","Annoyed","q1","9","Annoyed","q1","8","Annoyed","q1","2","Annoyed","q1","3","Annoyed","q1","2","Annoyed","q1","3","Annoyed","q1","1","Annoyed","q1","7","Annoyed","q1","2","Annoyed","q1","8","Annoyed","q1","8","Annoyed","q1","5","Annoyed","q1","1","Annoyed","q1","Annoyed","NULL","NULL","5","8","8","7","9","8","3","8","2","2","2","6","7","9","9","2","4","4","9","8","NULL","NULL","NULL","24","Female"," ","9","NULL","7","1","4","3"
"Ndim21a_q004_01_809","34","NULL","0","Hopeful","q153","7","Hopeful","q153","10","Hopeful","q153","10","Hopeful","q153","8","Hopeful","q153","9","Hopeful","q153","0","Annoyed","q153","8","Hopeful","q153","0","Hopeful","q153","6","Hopeful","q153","7","Hopeful","q153","5","Hopeful","q153","8","Hopeful","q153","3","Hopeful","q153","9","Hopeful","q153","0","Hopeful","q153","0","Hopeful","q153","3","Hopeful","q153","1","Hopeful","q153","9","Hopeful","q153","7","Hopeful","q153","7","Hopeful","q153","0","Hopeful","q153","2","Hopeful","q153","7","Hopeful","q153","1","Hopeful","q153","0","Hopeful","q153","9","Hopeful","q153","10","Hopeful","q153","3","Hopeful","q153","10","Hopeful","q153","10","Hopeful","q153","6","Hopeful","q153","4","Hopeful","q153","9","Hopeful","q153","1","Hopeful","q153","8","Hopeful","q153","0","Hopeful","q153","10","Hopeful","q153","Hopeful","NULL","NULL","0","7","0","8","10","0","0","7","0","0","0","7","6","8","0","0","0","0","0","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q002_02_545","35","2014-03-28","0","Annoyed","q1","0","Annoyed","q1","0","Annoyed","q1","0","Annoyed","q1","10","Annoyed","q1","0","Annoyed","q1","0","Annoyed","q1","10","Annoyed","q1","0","Annoyed","q1","0","Annoyed","q1","0","Annoyed","q1","5","Annoyed","q1","10","Annoyed","q1","0","Annoyed","q1","8","Annoyed","q1","0","Annoyed","q1","2","Annoyed","q1","0","Annoyed","q1","5","Annoyed","q1","5","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","0","Annoyed","q1","0","Annoyed","q1","10","Annoyed","q1","5","Annoyed","q1","10","Annoyed","q1","8","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","0","Annoyed","q1","7","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","8","Annoyed","q1","9","Annoyed","q1","8","Annoyed","q1","Annoyed","NULL","NULL","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","6","0","8","NULL","NULL","NULL","36","f"," ","1","NULL","0","0","10","3"
"Ndim21a_q004_01_809","36","NULL","7","Content","q127","10","Content","q127","9","Content","q127","10","Content","q127","4","Content","q127","9","Content","q127","7","Content","q127","0","Content","q127","10","Content","q127","6","Content","q127","10","Content","q127","6","Content","q127","0","Content","q127","8","Content","q127","0","Content","q127","0","Content","q127","0","Content","q127","8","Content","q127","8","Content","q127","10","Content","q127","0","Content","q127","0","Content","q127","10","Content","q127","0","Content","q127","0","Content","q127","10","Content","q127","0","Content","q127","3","Content","q127","10","Content","q127","10","Content","q127","10","Content","q127","9","Content","q127","8","Content","q127","0","Content","q127","10","Annoyed","q127","6","Content","q127","0","Content","q127","0","Content","q127","0","Content","q127","Content","NULL","NULL","0","7","0","7","6","0","7","0","0","0","0","8","6","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q002_02_545","37","2014-03-28","0","Annoyed","q1","1","Annoyed","q1","0","Annoyed","q1","1","Annoyed","q1","10","Annoyed","q1","2","Annoyed","q1","2","Annoyed","q1","6","Annoyed","q1","1","Annoyed","q1","4","Annoyed","q1","6","Annoyed","q1","1","Annoyed","q1","8","Annoyed","q1","5","Annoyed","q1","7","Annoyed","q1","0","Annoyed","q1","9","Annoyed","q1","0","Annoyed","q1","4","Annoyed","q1","5","Annoyed","q1","5","Annoyed","q1","7","Annoyed","q1","1","Annoyed","q1","5","Annoyed","q1","8","Annoyed","q1","9","Annoyed","q1","9","Annoyed","q1","10","Annoyed","q1","10","Annoyed","q1","5","Annoyed","q1","9","Annoyed","q1","9","Annoyed","q1","5","Annoyed","q1","10","Annoyed","q1","9","Annoyed","q1","8","Annoyed","q1","8","Annoyed","q1","8","Annoyed","q1","8","Annoyed","q1","Annoyed","NULL","NULL","0","5","1","5","5","8","5","0","3","0","5","5","5","5","5","8","5","1","2","5","NULL","NULL","USA","62","Female"," ","2","NULL","1","6","8","3"
"Ndim21a_q003_01_504","38","NULL","0","Annoyed","q1","3","Annoyed","q1","0","Annoyed","q1","2","Annoyed","q1","9","Annoyed","q1","1","Annoyed","q1","7","Annoyed","q1","2","Annoyed","q1","4","Annoyed","q1","6","Annoyed","q1","4","Annoyed","q1","3","Annoyed","q1","7","Annoyed","q1","5","Annoyed","q1","3","Annoyed","q1","1","Annoyed","q1","10","Annoyed","q1","4","Annoyed","q1","5","Annoyed","q1","5","Annoyed","q1","6","Annoyed","q1","5","Annoyed","q1","1","Annoyed","q1","6","Annoyed","q1","6","Annoyed","q1","8","Annoyed","q1","7","Annoyed","q1","3","Annoyed","q1","10","Annoyed","q1","6","Annoyed","q1","10","Annoyed","q1","8","Annoyed","q1","5","Annoyed","q1","7","Annoyed","q1","7","Annoyed","q1","7","Annoyed","q1","4","Annoyed","q1","6","Annoyed","q1","4","Annoyed","q1","Annoyed","NULL","NULL","6","2","6","3","4","6","0","10","7","8","6","2","3","1","6","9","1","8","10","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q003_01_504","39","NULL","7","Lonely","q93","0","Lonely","q93","3","Lonely","q93","4","Lonely","q93","9","Lonely","q93","3","Lonely","q93","3","Lonely","q93","10","Lonely","q93","3","Lonely","q93","3","Lonely","q93","6","Lonely","q93","3","Lonely","q93","0","Lonely","q93","1","Lonely","q93","0","Lonely","q93","0","Lonely","q93","10","Lonely","q93","3","Lonely","q93","5","Annoyed","q93","3","Lonely","q93","5","Lonely","q93","7","Lonely","q93","0","Lonely","q93","0","Lonely","q93","7","Lonely","q93","6","Lonely","q93","6","Lonely","q93","6","Lonely","q93","10","Lonely","q93","4","Lonely","q93","10","Lonely","q93","8","Lonely","q93","5","Lonely","q93","6","Lonely","q93","7","Lonely","q93","3","Lonely","q93","7","Lonely","q93","0","Lonely","q93","1","Lonely","q93","Lonely","NULL","NULL","0","2","10","1","2","7","2","2","0","6","6","3","0","2","6","0","7","6","3","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q004_01_809","40","NULL","3","Jealous","q81","0","Jealous","q81","0","Jealous","q81","0","Jealous","q81","8","Jealous","q81","1","Jealous","q81","2","Jealous","q81","9","Annoyed","q81","1","Jealous","q81","0","Jealous","q81","6","Jealous","q81","0","Jealous","q81","4","Jealous","q81","7","Jealous","q81","8","Jealous","q81","0","Jealous","q81","6","Jealous","q81","0","Jealous","q81","7","Jealous","q81","2","Jealous","q81","9","Jealous","q81","6","Jealous","q81","6","Jealous","q81","7","Jealous","q81","6","Jealous","q81","3","Jealous","q81","10","Jealous","q81","8","Jealous","q81","10","Jealous","q81","2","Jealous","q81","10","Jealous","q81","10","Jealous","q81","7","Jealous","q81","8","Jealous","q81","8","Jealous","q81","6","Jealous","q81","3","Jealous","q81","2","Jealous","q81","0","Jealous","q81","Jealous","NULL","NULL","0","0","6","0","0","7","0","0","0","8","10","0","0","0","0","7","0","9","8","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q003_01_504","41","NULL","1","Hopeful","q158","4","Hopeful","q158","2","Hopeful","q158","4","Hopeful","q158","0","Hopeful","q158","0","Hopeful","q158","0","Hopeful","q158","10","Hopeful","q158","0","Hopeful","q158","0","Hopeful","q158","10","Hopeful","q158","5","Hopeful","q158","2","Hopeful","q158","2","Hopeful","q158","4","Hopeful","q158","0","Hopeful","q158","8","Hopeful","q158","2","Hopeful","q158","6","Hopeful","q158","5","Hopeful","q158","8","Hopeful","q158","6","Hopeful","q158","10","Hopeful","q158","6","Hopeful","q158","10","Hopeful","q158","3","Hopeful","q158","10","Hopeful","q158","8","Hopeful","q158","10","Hopeful","q158","0","Hopeful","q158","10","Hopeful","q158","10","Hopeful","q158","5","Hopeful","q158","6","Hopeful","q158","10","Annoyed","q158","10","Hopeful","q158","6","Hopeful","q158","9","Hopeful","q158","6","Hopeful","q158","Hopeful","NULL","NULL","2","2","1","4","7","6","0","9","0","0","6","3","2","4","10","3","7","4","0","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q004_01_809","42","NULL","0","Disappointed","q31","0","Disappointed","q31","0","Disappointed","q31","0","Disappointed","q31","0","Disappointed","q31","0","Disappointed","q31","0","Disappointed","q31","9","Disappointed","q31","0","Disappointed","q31","1","Disappointed","q31","9","Disappointed","q31","5","Disappointed","q31","10","Disappointed","q31","1","Disappointed","q31","9","Disappointed","q31","0","Disappointed","q31","0","Disappointed","q31","1","Disappointed","q31","2","Disappointed","q31","7","Disappointed","q31","2","Disappointed","q31","6","Disappointed","q31","0","Disappointed","q31","7","Disappointed","q31","4","Disappointed","q31","8","Disappointed","q31","0","Annoyed","q31","0","Disappointed","q31","10","Disappointed","q31","2","Disappointed","q31","10","Disappointed","q31","6","Disappointed","q31","3","Disappointed","q31","6","Disappointed","q31","9","Disappointed","q31","8","Disappointed","q31","1","Disappointed","q31","1","Disappointed","q31","0","Disappointed","q31","Disappointed","NULL","NULL","0","0","8","0","0","2","0","0","0","0","0","0","0","0","0","3","0","10","9","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q003_01_504","43","NULL","0","Disappointed","q36","0","Disappointed","q36","0","Disappointed","q36","6","Disappointed","q36","7","Disappointed","q36","7","Disappointed","q36","1","Disappointed","q36","6","Disappointed","q36","7","Disappointed","q36","8","Disappointed","q36","10","Disappointed","q36","3","Disappointed","q36","7","Disappointed","q36","0","Disappointed","q36","3","Disappointed","q36","0","Disappointed","q36","6","Disappointed","q36","2","Disappointed","q36","4","Disappointed","q36","3","Annoyed","q36","2","Disappointed","q36","10","Disappointed","q36","0","Disappointed","q36","6","Disappointed","q36","3","Disappointed","q36","10","Disappointed","q36","6","Disappointed","q36","1","Disappointed","q36","10","Disappointed","q36","8","Disappointed","q36","10","Disappointed","q36","6","Disappointed","q36","3","Disappointed","q36","6","Disappointed","q36","6","Disappointed","q36","9","Disappointed","q36","6","Disappointed","q36","1","Disappointed","q36","6","Disappointed","q36","Disappointed","NULL","NULL","4","1","6","1","3","7","1","8","7","6","10","0","1","0","7","9","2","10","10","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q004_01_809","44","NULL","0","Annoyed","q9","0","Annoyed","q9","1","Annoyed","q9","0","Annoyed","q9","10","Annoyed","q9","9","Annoyed","q9","1","Annoyed","q9","9","Annoyed","q9","0","Annoyed","q9","3","Annoyed","q9","0","Annoyed","q9","2","Annoyed","q9","10","Annoyed","q9","1","Annoyed","q9","6","Annoyed","q9","0","Annoyed","q9","1","Annoyed","q9","1","Annoyed","q9","7","Annoyed","q9","4","Annoyed","q9","8","Annoyed","q9","10","Annoyed","q9","0","Annoyed","q9","10","Annoyed","q9","9","Annoyed","q9","4","Annoyed","q9","9","Annoyed","q9","8","Annoyed","q9","10","Annoyed","q9","2","Annoyed","q9","10","Annoyed","q9","10","Annoyed","q9","5","Annoyed","q9","10","Annoyed","q9","9","Annoyed","q9","9","Annoyed","q9","6","Annoyed","q9","8","Annoyed","q9","9","Annoyed","q9","Annoyed","NULL","NULL","0","0","2","0","0","8","0","8","7","7","0","0","0","0","1","10","0","9","9","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q003_01_504","45","NULL","0","Jealous","q86","1","Jealous","q86","0","Jealous","q86","1","Jealous","q86","10","Jealous","q86","0","Jealous","q86","0","Jealous","q86","9","Jealous","q86","3","Jealous","q86","2","Jealous","q86","3","Jealous","q86","0","Jealous","q86","8","Jealous","q86","0","Jealous","q86","8","Jealous","q86","1","Jealous","q86","7","Jealous","q86","2","Jealous","q86","8","Jealous","q86","4","Jealous","q86","10","Jealous","q86","0","Jealous","q86","0","Jealous","q86","6","Jealous","q86","1","Jealous","q86","10","Jealous","q86","1","Annoyed","q86","6","Jealous","q86","10","Jealous","q86","6","Jealous","q86","9","Jealous","q86","8","Jealous","q86","0","Jealous","q86","9","Jealous","q86","8","Jealous","q86","9","Jealous","q86","7","Jealous","q86","0","Jealous","q86","6","Jealous","q86","Jealous","NULL","NULL","6","3","10","3","2","7","2","8","6","6","10","3","0","2","7","7","6","10","9","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q004_01_809","46","NULL","1","Guilty","q76","2","Guilty","q76","1","Guilty","q76","7","Guilty","q76","10","Guilty","q76","10","Guilty","q76","10","Guilty","q76","1","Guilty","q76","0","Guilty","q76","6","Guilty","q76","0","Guilty","q76","4","Guilty","q76","7","Guilty","q76","1","Guilty","q76","10","Guilty","q76","1","Guilty","q76","0","Guilty","q76","0","Annoyed","q76","3","Guilty","q76","1","Guilty","q76","0","Guilty","q76","0","Guilty","q76","0","Guilty","q76","0","Guilty","q76","9","Guilty","q76","1","Guilty","q76","10","Guilty","q76","6","Guilty","q76","10","Guilty","q76","10","Guilty","q76","10","Guilty","q76","6","Guilty","q76","3","Guilty","q76","0","Guilty","q76","8","Guilty","q76","10","Guilty","q76","1","Guilty","q76","8","Guilty","q76","1","Guilty","q76","Guilty","NULL","NULL","6","0","0","0","6","0","0","10","0","6","0","0","0","0","6","1","0","3","6","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
